Epoch 1 | iter 10 step 0 | loss train: 2.686, val: n/a | iter time: 1210.97 ms
Epoch 2 | iter 2920 step 182 | loss train: 0.174, val: 0.324 | iter time: 1190.16 ms
Epoch 2 | iter 2930 step 183 | loss train: 0.166, val: 0.324 | iter time: 1608.13 ms
Epoch 2 | iter 2940 step 183 | loss train: 0.175, val: 0.324 | iter time: 1188.23 ms
Epoch 2 | iter 2950 step 184 | loss train: 0.134, val: 0.324 | iter time: 2493.08 ms
Epoch 2 | iter 2960 step 185 | loss train: 0.140, val: 0.324 | iter time: 1238.63 ms (step)
Epoch 2 | iter 2970 step 185 | loss train: 0.171, val: 0.324 | iter time: 1250.45 ms
Epoch 2 | iter 2980 step 186 | loss train: 0.179, val: 0.324 | iter time: 2393.20 ms
Epoch 2 | iter 2990 step 186 | loss train: 0.156, val: 0.324 | iter time: 2647.53 ms
Epoch 2 | iter 3000 step 187 | loss train: 0.146, val: 0.324 | iter time: 1188.61 ms
Epoch 2 | iter 3010 step 188 | loss train: 0.170, val: 0.324 | iter time: 2011.65 ms
Epoch 2 | iter 3020 step 188 | loss train: 0.169, val: 0.324 | iter time: 1193.31 ms
Epoch 2 | iter 3030 step 189 | loss train: 0.146, val: 0.324 | iter time: 1255.06 ms
Epoch 2 | iter 3040 step 190 | loss train: 0.132, val: 0.324 | iter time: 1240.46 ms (step)
Epoch 2 | iter 3050 step 190 | loss train: 0.130, val: 0.324 | iter time: 1239.40 ms
Epoch 2 | iter 3060 step 191 | loss train: 0.151, val: 0.324 | iter time: 3431.56 ms
Epoch 2 | iter 3070 step 191 | loss train: 0.176, val: 0.324 | iter time: 1190.31 ms
Epoch 2 | iter 3080 step 192 | loss train: 0.160, val: 0.324 | iter time: 1190.27 ms
Epoch 2 | iter 3090 step 193 | loss train: 0.157, val: 0.324 | iter time: 1709.79 ms
Epoch 2 | iter 3100 step 193 | loss train: 0.146, val: 0.324 | iter time: 1208.13 ms
Epoch 2 | iter 3110 step 194 | loss train: 0.133, val: 0.324 | iter time: 1210.04 ms
Epoch 2 | iter 3120 step 195 | loss train: 0.127, val: 0.324 | iter time: 1239.77 ms (step)
Epoch 2 | iter 3130 step 195 | loss train: 0.137, val: 0.324 | iter time: 1189.17 ms
Epoch 2 | iter 3140 step 196 | loss train: 0.134, val: 0.324 | iter time: 1751.74 ms
Epoch 2 | iter 3150 step 196 | loss train: 0.134, val: 0.324 | iter time: 1194.62 ms
Epoch 2 | iter 3160 step 197 | loss train: 0.136, val: 0.324 | iter time: 1205.94 ms
Epoch 2 | iter 3170 step 198 | loss train: 0.116, val: 0.324 | iter time: 1882.18 ms
Epoch 2 | iter 3180 step 198 | loss train: 0.143, val: 0.324 | iter time: 1424.46 ms
Epoch 2 | iter 3190 step 199 | loss train: 0.134, val: 0.324 | iter time: 1235.25 ms
Epoch 2 | iter 3200 step 200 | loss train: 0.140, val: 0.324 | iter time: 1638.36 ms (step)
Epoch 2 | iter 3210 step 200 | loss train: 0.127, val: 0.152 | iter time: 1235.93 ms
Epoch 2 | iter 3220 step 201 | loss train: 0.115, val: 0.152 | iter time: 1614.57 ms
Epoch 2 | iter 3230 step 201 | loss train: 0.162, val: 0.152 | iter time: 1208.00 ms
Epoch 2 | iter 3240 step 202 | loss train: 0.142, val: 0.152 | iter time: 1442.16 ms
Epoch 2 | iter 3250 step 203 | loss train: 0.118, val: 0.152 | iter time: 1235.32 ms
Epoch 2 | iter 3260 step 203 | loss train: 0.110, val: 0.152 | iter time: 1720.14 ms
Epoch 2 | iter 3270 step 204 | loss train: 0.134, val: 0.152 | iter time: 1236.29 ms
Epoch 2 | iter 3280 step 205 | loss train: 0.149, val: 0.152 | iter time: 1184.03 ms (step)
Epoch 2 | iter 3290 step 205 | loss train: 0.159, val: 0.152 | iter time: 2045.77 ms
Epoch 2 | iter 3300 step 206 | loss train: 0.139, val: 0.152 | iter time: 1190.60 ms
Epoch 2 | iter 3310 step 206 | loss train: 0.143, val: 0.152 | iter time: 1609.92 ms
Epoch 2 | iter 3320 step 207 | loss train: 0.145, val: 0.152 | iter time: 1254.97 ms
Epoch 2 | iter 3330 step 208 | loss train: 0.136, val: 0.152 | iter time: 1190.34 ms
Epoch 2 | iter 3340 step 208 | loss train: 0.141, val: 0.152 | iter time: 2096.90 ms
Epoch 2 | iter 3350 step 209 | loss train: 0.153, val: 0.152 | iter time: 1191.04 ms
Epoch 2 | iter 3360 step 210 | loss train: 0.141, val: 0.152 | iter time: 1632.72 ms (step)
Epoch 2 | iter 3370 step 210 | loss train: 0.130, val: 0.152 | iter time: 1258.65 ms
Epoch 2 | iter 3380 step 211 | loss train: 0.121, val: 0.152 | iter time: 1236.90 ms
Epoch 2 | iter 3390 step 211 | loss train: 0.110, val: 0.152 | iter time: 1428.26 ms
Epoch 2 | iter 3400 step 212 | loss train: 0.117, val: 0.152 | iter time: 1192.32 ms
Epoch 2 | iter 3410 step 213 | loss train: 0.119, val: 0.152 | iter time: 1085.78 ms
Epoch 2 | iter 3420 step 213 | loss train: 0.137, val: 0.152 | iter time: 1251.80 ms
Epoch 2 | iter 3430 step 214 | loss train: 0.139, val: 0.152 | iter time: 1092.86 ms
Epoch 2 | iter 3440 step 215 | loss train: 0.125, val: 0.152 | iter time: 1091.87 ms (step)
Epoch 2 | iter 3450 step 215 | loss train: 0.140, val: 0.152 | iter time: 1428.18 ms
Epoch 2 | iter 3460 step 216 | loss train: 0.144, val: 0.152 | iter time: 1190.44 ms
Epoch 2 | iter 3470 step 216 | loss train: 0.135, val: 0.152 | iter time: 1186.88 ms
Epoch 2 | iter 3480 step 217 | loss train: 0.109, val: 0.152 | iter time: 1236.13 ms
Epoch 2 | iter 3490 step 218 | loss train: 0.124, val: 0.152 | iter time: 1245.48 ms
Epoch 2 | iter 3500 step 218 | loss train: 0.141, val: 0.152 | iter time: 1931.99 ms
Epoch 2 | iter 3510 step 219 | loss train: 0.157, val: 0.152 | iter time: 2012.82 ms
Epoch 2 | iter 3520 step 220 | loss train: 0.148, val: 0.152 | iter time: 1922.47 ms (step)
Epoch 2 | iter 3530 step 220 | loss train: 0.130, val: 0.152 | iter time: 1608.26 ms
Epoch 2 | iter 3540 step 221 | loss train: 0.112, val: 0.152 | iter time: 1617.09 ms
Epoch 2 | iter 3550 step 221 | loss train: 0.117, val: 0.152 | iter time: 2119.88 ms
Epoch 2 | iter 3560 step 222 | loss train: 0.124, val: 0.152 | iter time: 1189.48 ms
Epoch 2 | iter 3570 step 223 | loss train: 0.125, val: 0.152 | iter time: 1610.85 ms
Epoch 2 | iter 3580 step 223 | loss train: 0.144, val: 0.152 | iter time: 1235.58 ms
Epoch 2 | iter 3590 step 224 | loss train: 0.116, val: 0.152 | iter time: 1090.83 ms
Epoch 2 | iter 3600 step 225 | loss train: 0.117, val: 0.152 | iter time: 1203.59 ms (step)
Epoch 2 | iter 3610 step 225 | loss train: 0.133, val: 0.152 | iter time: 1235.58 ms
Epoch 2 | iter 3620 step 226 | loss train: 0.142, val: 0.152 | iter time: 1191.29 ms
Epoch 2 | iter 3630 step 226 | loss train: 0.128, val: 0.152 | iter time: 1190.44 ms
Epoch 2 | iter 3640 step 227 | loss train: 0.137, val: 0.152 | iter time: 1235.58 ms
Epoch 2 | iter 3650 step 228 | loss train: 0.153, val: 0.152 | iter time: 1204.00 ms
Epoch 2 | iter 3660 step 228 | loss train: 0.116, val: 0.152 | iter time: 1249.20 ms
Epoch 2 | iter 3670 step 229 | loss train: 0.118, val: 0.152 | iter time: 1609.63 ms
Epoch 2 | iter 3680 step 230 | loss train: 0.130, val: 0.152 | iter time: 1241.81 ms (step)
Epoch 2 | iter 3690 step 230 | loss train: 0.118, val: 0.152 | iter time: 2491.16 ms
Epoch 2 | iter 3700 step 231 | loss train: 0.146, val: 0.152 | iter time: 1091.31 ms
Epoch 2 | iter 3710 step 231 | loss train: 0.152, val: 0.152 | iter time: 1238.56 ms
Epoch 2 | iter 3720 step 232 | loss train: 0.126, val: 0.152 | iter time: 1235.66 ms
Epoch 2 | iter 3730 step 233 | loss train: 0.115, val: 0.152 | iter time: 1195.73 ms
Epoch 2 | iter 3740 step 233 | loss train: 0.151, val: 0.152 | iter time: 1228.56 ms
Epoch 2 | iter 3750 step 234 | loss train: 0.152, val: 0.152 | iter time: 1916.65 ms
Epoch 2 | iter 3760 step 235 | loss train: 0.130, val: 0.152 | iter time: 2012.22 ms (step)
Epoch 2 | iter 3770 step 235 | loss train: 0.152, val: 0.152 | iter time: 1880.73 ms
Epoch 2 | iter 3780 step 236 | loss train: 0.140, val: 0.152 | iter time: 1192.09 ms
Epoch 2 | iter 3790 step 236 | loss train: 0.150, val: 0.152 | iter time: 2049.08 ms
Epoch 2 | iter 3800 step 237 | loss train: 0.135, val: 0.152 | iter time: 3431.97 ms
Epoch 2 | iter 3810 step 238 | loss train: 0.123, val: 0.152 | iter time: 1430.20 ms
Epoch 2 | iter 3820 step 238 | loss train: 0.133, val: 0.152 | iter time: 1270.53 ms
Epoch 2 | iter 3830 step 239 | loss train: 0.119, val: 0.152 | iter time: 1194.75 ms
Epoch 2 | iter 3840 step 240 | loss train: 0.136, val: 0.152 | iter time: 1884.81 ms (step)
Epoch 2 | iter 3850 step 240 | loss train: 0.146, val: 0.152 | iter time: 2637.51 ms
Epoch 2 | iter 3860 step 241 | loss train: 0.121, val: 0.152 | iter time: 1238.01 ms
Epoch 2 | iter 3870 step 241 | loss train: 0.123, val: 0.152 | iter time: 1193.36 ms
Epoch 2 | iter 3880 step 242 | loss train: 0.144, val: 0.152 | iter time: 1190.91 ms
Epoch 2 | iter 3890 step 243 | loss train: 0.129, val: 0.152 | iter time: 2639.40 ms
Epoch 2 | iter 3900 step 243 | loss train: 0.131, val: 0.152 | iter time: 1238.23 ms
Epoch 2 | iter 3910 step 244 | loss train: 0.161, val: 0.152 | iter time: 2017.30 ms
Epoch 2 | iter 3920 step 245 | loss train: 0.127, val: 0.152 | iter time: 1205.58 ms (step)
Epoch 2 | iter 3930 step 245 | loss train: 0.134, val: 0.152 | iter time: 1193.62 ms
Epoch 2 | iter 3940 step 246 | loss train: 0.110, val: 0.152 | iter time: 1192.46 ms
Epoch 2 | iter 3950 step 246 | loss train: 0.134, val: 0.152 | iter time: 1240.19 ms
Epoch 2 | iter 3960 step 247 | loss train: 0.114, val: 0.152 | iter time: 1253.40 ms
Epoch 2 | iter 3970 step 248 | loss train: 0.125, val: 0.152 | iter time: 3465.67 ms
Epoch 2 | iter 3980 step 248 | loss train: 0.117, val: 0.152 | iter time: 1091.16 ms
Epoch 2 | iter 3990 step 249 | loss train: 0.141, val: 0.152 | iter time: 1876.50 ms
Epoch 2 | iter 4000 step 250 | loss train: 0.118, val: 0.152 | iter time: 1200.89 ms (step)
Epoch 2 | iter 4010 step 250 | loss train: 0.113, val: 0.152 | iter time: 1237.00 ms
Epoch 2 | iter 4020 step 251 | loss train: 0.133, val: 0.152 | iter time: 1189.93 ms
Epoch 2 | iter 4030 step 251 | loss train: 0.127, val: 0.152 | iter time: 1191.78 ms
Epoch 2 | iter 4040 step 252 | loss train: 0.108, val: 0.152 | iter time: 1215.06 ms
Epoch 2 | iter 4050 step 253 | loss train: 0.104, val: 0.152 | iter time: 1240.12 ms
Epoch 2 | iter 4060 step 253 | loss train: 0.108, val: 0.152 | iter time: 1190.94 ms
Epoch 2 | iter 4070 step 254 | loss train: 0.110, val: 0.152 | iter time: 2369.63 ms
Epoch 2 | iter 4080 step 255 | loss train: 0.119, val: 0.152 | iter time: 1938.36 ms (step)
Epoch 2 | iter 4090 step 255 | loss train: 0.139, val: 0.152 | iter time: 1425.26 ms
Epoch 2 | iter 4100 step 256 | loss train: 0.137, val: 0.152 | iter time: 1191.56 ms
Epoch 2 | iter 4110 step 256 | loss train: 0.122, val: 0.152 | iter time: 1193.07 ms
Epoch 2 | iter 4120 step 257 | loss train: 0.109, val: 0.152 | iter time: 1432.90 ms
Epoch 2 | iter 4130 step 258 | loss train: 0.133, val: 0.152 | iter time: 1239.61 ms
Epoch 2 | iter 4140 step 258 | loss train: 0.158, val: 0.152 | iter time: 2043.32 ms
Epoch 2 | iter 4150 step 259 | loss train: 0.138, val: 0.152 | iter time: 1189.41 ms
Epoch 2 | iter 4160 step 260 | loss train: 0.112, val: 0.152 | iter time: 1241.83 ms (step)
Epoch 2 | iter 4170 step 260 | loss train: 0.132, val: 0.152 | iter time: 1204.57 ms
Epoch 2 | iter 4180 step 261 | loss train: 0.126, val: 0.152 | iter time: 1191.55 ms
Epoch 2 | iter 4190 step 261 | loss train: 0.120, val: 0.152 | iter time: 1187.99 ms
Epoch 2 | iter 4200 step 262 | loss train: 0.132, val: 0.152 | iter time: 1236.32 ms
Epoch 2 | iter 4210 step 263 | loss train: 0.132, val: 0.152 | iter time: 1423.12 ms
Epoch 2 | iter 4220 step 263 | loss train: 0.123, val: 0.152 | iter time: 2028.98 ms
Epoch 2 | iter 4230 step 264 | loss train: 0.111, val: 0.152 | iter time: 1236.48 ms
Epoch 2 | iter 4240 step 265 | loss train: 0.108, val: 0.152 | iter time: 1249.54 ms (step)
Epoch 2 | iter 4250 step 265 | loss train: 0.112, val: 0.152 | iter time: 1090.14 ms
Epoch 2 | iter 4260 step 266 | loss train: 0.112, val: 0.152 | iter time: 1187.74 ms
Epoch 2 | iter 4270 step 266 | loss train: 0.126, val: 0.152 | iter time: 1201.20 ms
Epoch 2 | iter 4280 step 267 | loss train: 0.151, val: 0.152 | iter time: 1916.77 ms
Epoch 2 | iter 4290 step 268 | loss train: 0.133, val: 0.152 | iter time: 1913.88 ms
Epoch 2 | iter 4300 step 268 | loss train: 0.130, val: 0.152 | iter time: 1178.96 ms
Epoch 2 | iter 4310 step 269 | loss train: 0.113, val: 0.152 | iter time: 1237.05 ms
Epoch 2 | iter 4320 step 270 | loss train: 0.100, val: 0.152 | iter time: 1239.74 ms (step)
Epoch 2 | iter 4330 step 270 | loss train: 0.106, val: 0.152 | iter time: 1237.10 ms
Epoch 2 | iter 4340 step 271 | loss train: 0.121, val: 0.152 | iter time: 1235.29 ms
Epoch 2 | iter 4350 step 271 | loss train: 0.130, val: 0.152 | iter time: 1236.33 ms
Epoch 2 | iter 4360 step 272 | loss train: 0.151, val: 0.152 | iter time: 1915.12 ms
Epoch 2 | iter 4370 step 273 | loss train: 0.146, val: 0.152 | iter time: 1627.96 ms
Epoch 2 | iter 4380 step 273 | loss train: 0.109, val: 0.152 | iter time: 1219.26 ms
Epoch 2 | iter 4390 step 274 | loss train: 0.125, val: 0.152 | iter time: 1721.88 ms
Epoch 2 | iter 4400 step 275 | loss train: 0.159, val: 0.152 | iter time: 1883.84 ms (step)
Epoch 2 | iter 4410 step 275 | loss train: 0.132, val: 0.152 | iter time: 2401.25 ms
Epoch 2 | iter 4420 step 276 | loss train: 0.118, val: 0.152 | iter time: 1192.84 ms
Epoch 2 | iter 4430 step 276 | loss train: 0.134, val: 0.152 | iter time: 1915.03 ms
Epoch 2 | iter 4440 step 277 | loss train: 0.118, val: 0.152 | iter time: 2654.38 ms
Epoch 2 | iter 4450 step 278 | loss train: 0.119, val: 0.152 | iter time: 1424.82 ms
Epoch 2 | iter 4460 step 278 | loss train: 0.146, val: 0.152 | iter time: 2007.98 ms
Epoch 2 | iter 4470 step 279 | loss train: 0.173, val: 0.152 | iter time: 1237.02 ms
Epoch 2 | iter 4480 step 280 | loss train: 0.138, val: 0.152 | iter time: 1193.07 ms (step)
Epoch 2 | iter 4490 step 280 | loss train: 0.109, val: 0.152 | iter time: 2639.74 ms
Epoch 2 | iter 4500 step 281 | loss train: 0.115, val: 0.152 | iter time: 1192.26 ms
Epoch 2 | iter 4510 step 281 | loss train: 0.118, val: 0.152 | iter time: 2062.58 ms
Epoch 2 | iter 4520 step 282 | loss train: 0.125, val: 0.152 | iter time: 1190.35 ms
Epoch 2 | iter 4530 step 283 | loss train: 0.125, val: 0.152 | iter time: 1425.10 ms
Epoch 2 | iter 4540 step 283 | loss train: 0.114, val: 0.152 | iter time: 1186.39 ms
Epoch 2 | iter 4550 step 284 | loss train: 0.132, val: 0.152 | iter time: 1211.36 ms
Epoch 2 | iter 4560 step 285 | loss train: 0.122, val: 0.152 | iter time: 1197.97 ms (step)
Epoch 2 | iter 4570 step 285 | loss train: 0.128, val: 0.152 | iter time: 2009.57 ms
Epoch 2 | iter 4580 step 286 | loss train: 0.113, val: 0.152 | iter time: 1192.32 ms
Epoch 2 | iter 4590 step 286 | loss train: 0.106, val: 0.152 | iter time: 1234.26 ms
Epoch 2 | iter 4600 step 287 | loss train: 0.110, val: 0.152 | iter time: 1190.57 ms
Epoch 2 | iter 4610 step 288 | loss train: 0.106, val: 0.152 | iter time: 1211.42 ms
Epoch 2 | iter 4620 step 288 | loss train: 0.117, val: 0.152 | iter time: 1236.82 ms
Epoch 2 | iter 4630 step 289 | loss train: 0.132, val: 0.152 | iter time: 1755.38 ms
Epoch 2 | iter 4640 step 290 | loss train: 0.136, val: 0.152 | iter time: 2129.64 ms (step)
Epoch 2 | iter 4650 step 290 | loss train: 0.125, val: 0.152 | iter time: 1189.89 ms
Epoch 2 | iter 4660 step 291 | loss train: 0.115, val: 0.152 | iter time: 1892.72 ms
Epoch 2 | iter 4670 step 291 | loss train: 0.134, val: 0.152 | iter time: 1914.01 ms
Epoch 2 | iter 4680 step 292 | loss train: 0.158, val: 0.152 | iter time: 1191.94 ms
Epoch 2 | iter 4690 step 293 | loss train: 0.132, val: 0.152 | iter time: 1438.14 ms
Epoch 2 | iter 4700 step 293 | loss train: 0.127, val: 0.152 | iter time: 1187.75 ms
Epoch 2 | iter 4710 step 294 | loss train: 0.105, val: 0.152 | iter time: 1178.51 ms
Epoch 2 | iter 4720 step 295 | loss train: 0.094, val: 0.152 | iter time: 1096.04 ms (step)
Epoch 2 | iter 4730 step 295 | loss train: 0.116, val: 0.152 | iter time: 1237.17 ms
Epoch 2 | iter 4740 step 296 | loss train: 0.120, val: 0.152 | iter time: 1725.34 ms
Epoch 2 | iter 4750 step 296 | loss train: 0.151, val: 0.152 | iter time: 1756.26 ms
Epoch 2 | iter 4760 step 297 | loss train: 0.143, val: 0.152 | iter time: 1237.86 ms
Epoch 2 | iter 4770 step 298 | loss train: 0.123, val: 0.152 | iter time: 3349.08 ms
Epoch 2 | iter 4780 step 298 | loss train: 0.131, val: 0.152 | iter time: 1422.43 ms
Epoch 2 | iter 4790 step 299 | loss train: 0.135, val: 0.152 | iter time: 2008.15 ms
Epoch 2 | iter 4800 step 300 | loss train: 0.129, val: 0.152 | iter time: 2064.90 ms (step)
Epoch 2 | iter 4810 step 300 | loss train: 0.116, val: 0.131 | iter time: 1188.09 ms
Epoch 2 | iter 4820 step 301 | loss train: 0.142, val: 0.131 | iter time: 2008.02 ms
Epoch 2 | iter 4830 step 301 | loss train: 0.166, val: 0.131 | iter time: 1237.41 ms
Epoch 2 | iter 4840 step 302 | loss train: 0.112, val: 0.131 | iter time: 1192.36 ms
Epoch 2 | iter 4850 step 303 | loss train: 0.114, val: 0.131 | iter time: 1253.95 ms
Epoch 2 | iter 4860 step 303 | loss train: 0.134, val: 0.131 | iter time: 1190.59 ms
Epoch 2 | iter 4870 step 304 | loss train: 0.124, val: 0.131 | iter time: 2043.89 ms
Epoch 2 | iter 4880 step 305 | loss train: 0.147, val: 0.131 | iter time: 1612.58 ms (step)
Epoch 2 | iter 4890 step 305 | loss train: 0.114, val: 0.131 | iter time: 1876.05 ms
Epoch 2 | iter 4900 step 306 | loss train: 0.143, val: 0.131 | iter time: 2138.97 ms
Epoch 2 | iter 4910 step 306 | loss train: 0.161, val: 0.131 | iter time: 2008.49 ms
Epoch 2 | iter 4920 step 307 | loss train: 0.121, val: 0.131 | iter time: 1192.55 ms
Epoch 2 | iter 4930 step 308 | loss train: 0.088, val: 0.131 | iter time: 1189.86 ms
Epoch 2 | iter 4940 step 308 | loss train: 0.118, val: 0.131 | iter time: 1188.13 ms
Epoch 2 | iter 4950 step 309 | loss train: 0.114, val: 0.131 | iter time: 1421.27 ms
Epoch 2 | iter 4960 step 310 | loss train: 0.097, val: 0.131 | iter time: 2776.24 ms (step)
Epoch 2 | iter 4970 step 310 | loss train: 0.109, val: 0.131 | iter time: 1090.97 ms
Epoch 2 | iter 4980 step 311 | loss train: 0.110, val: 0.131 | iter time: 1234.76 ms
Epoch 2 | iter 4990 step 311 | loss train: 0.111, val: 0.131 | iter time: 1188.89 ms
Epoch 2 | iter 5000 step 312 | loss train: 0.111, val: 0.131 | iter time: 1204.60 ms
Epoch 3 | iter 5010 step 313 | loss train: 0.146, val: 0.131 | iter time: 1876.61 ms
Epoch 3 | iter 5020 step 313 | loss train: 0.152, val: 0.131 | iter time: 1420.99 ms
Epoch 3 | iter 5030 step 314 | loss train: 0.125, val: 0.131 | iter time: 1208.86 ms
Epoch 3 | iter 5040 step 315 | loss train: 0.122, val: 0.131 | iter time: 2040.85 ms (step)
Epoch 3 | iter 5050 step 315 | loss train: 0.112, val: 0.131 | iter time: 1190.24 ms
Epoch 3 | iter 5060 step 316 | loss train: 0.090, val: 0.131 | iter time: 1235.01 ms
Epoch 3 | iter 5070 step 316 | loss train: 0.108, val: 0.131 | iter time: 1238.46 ms
Epoch 3 | iter 5080 step 317 | loss train: 0.103, val: 0.131 | iter time: 1936.15 ms
Epoch 3 | iter 5090 step 318 | loss train: 0.100, val: 0.131 | iter time: 1893.74 ms
Epoch 3 | iter 5100 step 318 | loss train: 0.100, val: 0.131 | iter time: 1189.27 ms
Epoch 3 | iter 5110 step 319 | loss train: 0.111, val: 0.131 | iter time: 1236.14 ms
Epoch 3 | iter 5120 step 320 | loss train: 0.114, val: 0.131 | iter time: 1428.61 ms (step)
Epoch 3 | iter 5130 step 320 | loss train: 0.113, val: 0.131 | iter time: 1761.65 ms
Epoch 3 | iter 5140 step 321 | loss train: 0.103, val: 0.131 | iter time: 1237.08 ms
Epoch 3 | iter 5150 step 321 | loss train: 0.107, val: 0.131 | iter time: 1238.76 ms
Epoch 3 | iter 5160 step 322 | loss train: 0.098, val: 0.131 | iter time: 1234.22 ms
Epoch 3 | iter 5170 step 323 | loss train: 0.103, val: 0.131 | iter time: 1234.00 ms
Epoch 3 | iter 5180 step 323 | loss train: 0.103, val: 0.131 | iter time: 1235.11 ms
Epoch 3 | iter 5190 step 324 | loss train: 0.110, val: 0.131 | iter time: 2046.17 ms
Epoch 3 | iter 5200 step 325 | loss train: 0.122, val: 0.131 | iter time: 2108.83 ms (step)
Epoch 3 | iter 5210 step 325 | loss train: 0.124, val: 0.131 | iter time: 2017.00 ms
Epoch 3 | iter 5220 step 326 | loss train: 0.113, val: 0.131 | iter time: 1423.61 ms
Epoch 3 | iter 5230 step 326 | loss train: 0.098, val: 0.131 | iter time: 3330.79 ms
Epoch 3 | iter 5240 step 327 | loss train: 0.108, val: 0.131 | iter time: 1193.42 ms
Epoch 3 | iter 5250 step 328 | loss train: 0.101, val: 0.131 | iter time: 1258.90 ms
Epoch 3 | iter 5260 step 328 | loss train: 0.121, val: 0.131 | iter time: 2012.86 ms
Epoch 3 | iter 5270 step 329 | loss train: 0.120, val: 0.131 | iter time: 1235.37 ms
Epoch 3 | iter 5280 step 330 | loss train: 0.096, val: 0.131 | iter time: 1240.95 ms (step)
Epoch 3 | iter 5290 step 330 | loss train: 0.091, val: 0.131 | iter time: 1239.12 ms
Epoch 3 | iter 5300 step 331 | loss train: 0.101, val: 0.131 | iter time: 1249.39 ms
Epoch 3 | iter 5310 step 331 | loss train: 0.103, val: 0.131 | iter time: 2012.67 ms
Epoch 3 | iter 5320 step 332 | loss train: 0.113, val: 0.131 | iter time: 1880.68 ms
Epoch 3 | iter 5330 step 333 | loss train: 0.142, val: 0.131 | iter time: 2011.13 ms
Epoch 3 | iter 5340 step 333 | loss train: 0.138, val: 0.131 | iter time: 2093.95 ms
Epoch 3 | iter 5350 step 334 | loss train: 0.134, val: 0.131 | iter time: 1086.83 ms
Epoch 3 | iter 5360 step 335 | loss train: 0.144, val: 0.131 | iter time: 1241.34 ms (step)
Epoch 3 | iter 5370 step 335 | loss train: 0.138, val: 0.131 | iter time: 1101.74 ms
Epoch 3 | iter 5380 step 336 | loss train: 0.127, val: 0.131 | iter time: 1097.79 ms
Epoch 3 | iter 5390 step 336 | loss train: 0.118, val: 0.131 | iter time: 1235.60 ms
Epoch 3 | iter 5400 step 337 | loss train: 0.119, val: 0.131 | iter time: 1917.29 ms
Epoch 3 | iter 5410 step 338 | loss train: 0.125, val: 0.131 | iter time: 1235.40 ms
Epoch 3 | iter 5420 step 338 | loss train: 0.114, val: 0.131 | iter time: 1919.13 ms
Epoch 3 | iter 5430 step 339 | loss train: 0.119, val: 0.131 | iter time: 1877.78 ms
Epoch 3 | iter 5440 step 340 | loss train: 0.129, val: 0.131 | iter time: 1613.49 ms (step)
Epoch 3 | iter 5450 step 340 | loss train: 0.121, val: 0.131 | iter time: 1189.51 ms
Epoch 3 | iter 5460 step 341 | loss train: 0.099, val: 0.131 | iter time: 1093.48 ms
Epoch 3 | iter 5470 step 341 | loss train: 0.104, val: 0.131 | iter time: 1190.81 ms
Epoch 3 | iter 5480 step 342 | loss train: 0.125, val: 0.131 | iter time: 1208.53 ms
Epoch 3 | iter 5490 step 343 | loss train: 0.110, val: 0.131 | iter time: 1191.20 ms
Epoch 3 | iter 5500 step 343 | loss train: 0.088, val: 0.131 | iter time: 1237.20 ms
Epoch 3 | iter 5510 step 344 | loss train: 0.111, val: 0.131 | iter time: 1190.27 ms
Epoch 3 | iter 5520 step 345 | loss train: 0.099, val: 0.131 | iter time: 3361.48 ms (step)
Epoch 3 | iter 5530 step 345 | loss train: 0.095, val: 0.131 | iter time: 2376.89 ms
Epoch 3 | iter 5540 step 346 | loss train: 0.111, val: 0.131 | iter time: 1188.96 ms
Epoch 3 | iter 5550 step 346 | loss train: 0.100, val: 0.131 | iter time: 1608.94 ms
Epoch 3 | iter 5560 step 347 | loss train: 0.117, val: 0.131 | iter time: 1201.10 ms
Epoch 3 | iter 5570 step 348 | loss train: 0.099, val: 0.131 | iter time: 1867.47 ms
Epoch 3 | iter 5580 step 348 | loss train: 0.105, val: 0.131 | iter time: 3427.48 ms
Epoch 3 | iter 5590 step 349 | loss train: 0.126, val: 0.131 | iter time: 1192.56 ms
Epoch 3 | iter 5600 step 350 | loss train: 0.132, val: 0.131 | iter time: 1769.12 ms (step)
Epoch 3 | iter 5610 step 350 | loss train: 0.127, val: 0.131 | iter time: 1178.72 ms
Epoch 3 | iter 5620 step 351 | loss train: 0.137, val: 0.131 | iter time: 1918.27 ms
Epoch 3 | iter 5630 step 351 | loss train: 0.117, val: 0.131 | iter time: 1188.68 ms
Epoch 3 | iter 5640 step 352 | loss train: 0.113, val: 0.131 | iter time: 1192.43 ms
Epoch 3 | iter 5650 step 353 | loss train: 0.139, val: 0.131 | iter time: 1914.42 ms
Epoch 3 | iter 5660 step 353 | loss train: 0.115, val: 0.131 | iter time: 1187.35 ms
Epoch 3 | iter 5670 step 354 | loss train: 0.093, val: 0.131 | iter time: 1194.83 ms
Epoch 3 | iter 5680 step 355 | loss train: 0.115, val: 0.131 | iter time: 2491.13 ms (step)
Epoch 3 | iter 5690 step 355 | loss train: 0.109, val: 0.131 | iter time: 1193.89 ms
Epoch 3 | iter 5700 step 356 | loss train: 0.110, val: 0.131 | iter time: 2349.58 ms
Epoch 3 | iter 5710 step 356 | loss train: 0.095, val: 0.131 | iter time: 3325.27 ms
Epoch 3 | iter 5720 step 357 | loss train: 0.107, val: 0.131 | iter time: 1428.96 ms
Epoch 3 | iter 5730 step 358 | loss train: 0.124, val: 0.131 | iter time: 1914.90 ms
